report_id,site,activity,energy_type,barrier_status,exposure,report_text_clean,report_text,sif_potential,lsr_tag,source
7ffeb988,Terminal A,routine equipment inspection,low-energy/ergonomic,confirmed_present,direct_proximity,"During routine equipment inspection at Terminal A, a technician was inside the equipment when work commenced. Exclusion zone was established and maintained throughout. Reported as unsafe condition during routine walk-around.","During routine equipment inspection at Terminal A, a technician was inside the equipment when work commenced. Exclusion zone was established and maintained throughout. Reported as unsafe condition during routine walk-around.",0,N/A,synthetic
bb1afa05,Well Site B,confined space entry for tank cleaning,low-energy/ergonomic,uncertain,direct_proximity,"During confined space entry for tank cleaning at Well Site B, a worker was standing within the immediate hazard zone. Isolation status was not clearly confirmed by the crew. Near miss — situation was corrected before escalation. (PTW ref attached)","During confined space entry for tank cleaning at Well Site B, a worker was standing within the immediate hazard zone. LOTO status was not clearly confimed by the crew. Near miss — situation was corrected before escalation. (PTW ref attached) Mazdoor ko turant hataya gaya.",0,N/A,synthetic
eb25fc7b,Well Site B,excavation near buried utility line,low-energy/ergonomic,uncertain,indirect_proximity,"During excavation near buried utility line at Well Site B, personnel were in the general work area at the time. Gas test reportedly done earlier in the shift, not re-verified. Minor first aid case reported. reported by UA/UC observer","During excavation near buried utility line at Well Site B, personnel were in the general work area at the time. Gas test reportedly done earlier in the shift, not re-verified. Minor first aid case reported. reported by UA/UC observer",0,N/A,synthetic
8ef2e394,Terminal A,electrical panel work,stored/electrical energy,confirmed_present,direct_proximity,"During electrical panel work at Terminal A, a worker was standing within the immediate hazard zone. Exclusion zone was established and maintained throughout. Near miss — situation was corrected before escalation.","During electrical panel work at Terminal A, a worker was standing within the immediate hazard zone. Exclusion zone was established and maintained throughout. Near miss — situation was corrected before escalation.",0,N/A,synthetic
62e8cc67,Well Site B,pipeline pigging operation,kinetic (line of fire),absent_not_mentioned,direct_proximity,"During pipeline pigging operation at Well Site B, personnel were within arm's reach of the live component. No isolation was mentioned in the report. No injury occurred.","During pipeline pigging operation at Well Site B, personnel were within arm's reach of the live component. No LOTO was mentioned in the report. No injury occurred. Supervsor ne bola area khali tha.",1,Line of Fire,synthetic
a91b82c8,Rig 7,excavation near buried utility line,low-energy/ergonomic,confirmed_present,direct_proximity,"During excavation near buried utility line at Rig 7, a worker was standing within the immediate hazard zone. Gas test was conducted and confirmed safe prior to entry. No injury occurred; worker moved away in time. acc to shift log","During excavaton near buried utility line at Rig 7, a worker was standing within the immediate hazard zone. Gas test was conducted and confimed safe prior to entry. No injury occurred; worker moved away in time. acc to shift log",0,N/A,synthetic
bf6ee1ab,Rig 4,scaffolding erection at height,fall from height,confirmed_present,direct_proximity,"During scaffolding erection at height at Rig 4, personnel were within arm's reach of the live component. Gas test was conducted and confirmed safe prior to entry. Near miss — situation was corrected before escalation.","During scaffolding erection at height at Rig 4, personnel were within arm's reach of the live component. Gas test was conducted and confimed safe prior to entry. Near miss — situation was corrected before escalation. Check nahi kiya gaya tha isolation ka.",0,N/A,synthetic
7376c47d,Well Site B,routine equipment inspection,low-energy/ergonomic,absent_not_mentioned,indirect_proximity,"During routine equipment inspection at Well Site B, a worker was nearby but not directly in the hazard path. Near miss — situation was corrected before escalation.","During routine equipment inspection at Well Site B, a worker was nearby but not directly in the hazard path. Near miss — situation was corrected before escalation.",0,N/A,synthetic
80527319,Plant C,routine equipment inspection,stored/electrical energy,confirmed_present,no_exposure,"During routine equipment inspection at Plant C, the area was clear of workers during the activity. Isolation was verified and tagged before work began. Reported as unsafe condition during routine walk-around.","During routine equipment inspection at Plant C, the area was clear of workers during the activity. LOTO was verified and tagged before work began. Reported as unsafe condition during routine walk-around. Mazdoor ko turant hataya gaya.",0,N/A,synthetic
a1c57689,Field Station 2,routine equipment inspection,stored/electrical energy,uncertain,direct_proximity,"During routine equipment inspection at Field Station 2, a worker was standing within the immediate hazard zone. Exclusion zone markers were present but not actively enforced. No injury occurred.","During routine equipment inspection at Field Station 2, a worker was standing within the immediate hazard zone. Exclusion zone markers were present but not actively enforced. No injury occurred.",1,Energy Isolation,synthetic
